"PageViews","TimeSpent","Version","Conversion"
7,2.61086491541937,"A",0
4,10.5482352721713,"A",0
6,4.22001417167485,"A",0
6,10.8958557745148,"A",0
6,4.51804348314181,"B",0
0,7.11996946547576,"B",0
5,8.32877312384942,"A",0
3,1.8164359331131,"A",0
4,18.3790700110167,"A",0
5,27.1133357811917,"B",0
4,2.83328895145033,"B",0
2,3.56811635009944,"B",0
3,0.214202909689454,"A",0
6,3.85570627916604,"A",0
4,8.40288993593701,"B",0
7,21.840323961095,"A",1
2,8.05554055020609,"B",0
4,5.51706581812748,"A",0
10,1.47733545469915,"A",0
8,3.62789475172758,"A",0
8,4.82768474053591,"B",1
3,5.35702295580856,"B",0
3,13.3529694375506,"A",0
6,4.4653753656894,"A",0
4,9.54978911269852,"A",1
6,1.31373890349641,"B",0
4,4.18352980911732,"A",0
3,0.438245486326139,"B",0
7,1.76041091931984,"B",0
2,3.43890704214573,"B",0
5,17.1184780123204,"A",0
5,6.2665233776758,"B",0
5,1.60387020232156,"B",0
4,3.54104881128296,"A",0
5,2.30835585168971,"A",0
9,3.31268484517932,"A",0
5,0.273568263797356,"A",0
8,0.0407162574119866,"B",0
8,7.66728390910127,"A",0
5,4.83778572129086,"A",0
4,4.29009229363874,"A",0
3,15.6976224110713,"A",0
9,15.9512469256788,"A",0
4,0.762583044139181,"B",1
2,12.4210543123712,"B",0
9,26.2533074397792,"A",1
6,0.298393848817796,"B",0
3,17.2192148389786,"B",0
5,5.77609595347592,"A",0
9,9.62420749262371,"A",0
5,1.2218937384896,"A",0
4,4.29372201440856,"A",0
6,14.0157922239681,"B",0
4,7.02643421498487,"A",0
4,3.00656734779477,"B",0
3,4.63710770430043,"A",1
4,2.67160899826298,"A",0
10,0.3127007256262,"B",0
3,12.2631628246685,"B",1
2,5.04504711864177,"B",0
3,1.88720713695511,"B",0
6,0.553852796554565,"A",0
6,10.549859323882,"B",0
8,5.79596001532325,"B",0
6,1.16242833295837,"B",1
6,11.9455104911407,"B",0
5,18.3418151895076,"A",1
6,6.57819614759896,"B",0
7,5.13573952641734,"B",0
7,27.6288838166941,"A",0
10,1.62343091369763,"B",0
4,0.649967622477561,"A",0
4,8.39247607317218,"A",0
4,13.1129493726124,"A",0
1,7.37917311492641,"A",0
3,2.23469872074202,"A",0
7,3.21105303848162,"B",0
3,4.86990624767409,"A",0
3,0.523470407667397,"B",0
2,2.94939374348628,"B",0
3,2.9732254019385,"A",0
6,27.4990495074738,"A",0
7,9.52563765429356,"B",0
5,3.14094731076262,"B",0
4,12.3486659055282,"A",0
3,6.69478835974285,"A",0
2,4.25958790956065,"A",0
4,0.00578181705225537,"A",0
5,11.0117944677998,"A",0
3,23.4657236251393,"B",0
5,1.36294875666499,"A",0
3,6.84922668122151,"A",1
5,0.391006004530936,"A",0
4,4.13590828515589,"A",0
6,15.2765416363745,"B",0
4,2.73028976237401,"B",1
4,1.21012829959083,"B",0
5,11.6324474153747,"A",1
6,15.5786570655673,"B",0
3,0.804126163478941,"A",0
4,5.03012092853037,"A",0
4,14.1137140871664,"A",0
6,0.192935948260128,"A",0
3,12.0439905093053,"A",0
7,0.970937642268836,"B",0
6,10.7765901734759,"B",1
6,10.8637512320359,"A",0
6,9.39595742773661,"A",0
4,2.5621439544484,"B",0
5,2.1479894858785,"A",0
8,3.27943874107546,"B",1
5,4.30498753022403,"B",0
7,9.87566802591877,"B",0
4,4.87382921547094,"A",0
6,7.13534602865973,"A",0
3,9.25557038251707,"B",1
5,1.89514607749879,"A",0
5,4.32056862860918,"B",0
4,5.09846390195587,"A",0
5,4.47253995854408,"B",0
8,31.3507575791872,"A",1
8,14.0954182197978,"A",0
4,25.6683126170386,"B",0
4,5.77974578615674,"B",0
10,2.63237980893252,"B",0
6,12.0787790449265,"B",0
9,9.26568868168094,"B",0
5,19.171786283192,"A",0
4,5.70785515726009,"B",0
6,7.97308444016078,"A",1
3,5.11088581353822,"B",1
5,5.44044594139588,"A",0
3,22.9347054946581,"B",0
9,5.21032678120234,"A",0
5,2.31840694901894,"A",0
5,2.34696323843673,"B",0
4,23.4772147300998,"B",0
8,2.73147342167795,"A",0
4,8.02335413236567,"B",0
4,0.675420280584966,"A",0
3,6.1122898586879,"A",0
3,9.76469651178317,"A",0
5,1.25862273294479,"A",0
3,0.863458523992449,"B",0
3,2.64209568174556,"A",0
6,6.56761291686841,"B",0
2,1.47821578057483,"B",0
6,0.368061092167827,"B",0
4,21.0556546861059,"B",0
4,34.323849167479,"B",0
7,3.8067327523604,"B",0
8,8.0859361748822,"A",0
4,1.00903208879754,"B",0
9,2.85338130081072,"B",1
6,2.20109484670684,"B",0
6,5.9538903252075,"A",0
2,18.4469098272293,"A",0
4,2.97295281291563,"B",0
5,15.8309922037136,"A",0
5,0.0445413748539794,"A",0
6,9.98655786678987,"A",0
8,6.98655837186077,"B",0
6,3.16958443587646,"B",0
4,2.11571650022318,"B",0
5,0.364606671108236,"A",0
2,0.205535295444735,"A",0
3,2.06419001100585,"A",0
4,6.16603493852731,"B",0
3,11.5125965805431,"A",0
7,17.0193834082712,"B",0
3,10.5802471371074,"B",0
7,12.2111273327549,"B",1
5,3.66779452422634,"A",0
6,0.38352916855365,"A",0
3,0.0632754707006337,"A",0
6,2.70478461915627,"A",0
4,0.520596912922411,"B",0
6,0.720981190554084,"B",0
4,3.43478579213843,"B",0
10,1.44456138554295,"A",0
9,5.11597702809074,"B",0
6,12.4486325212235,"B",1
3,2.37444964284077,"B",0
3,0.651319120079279,"B",1
5,4.36049120873213,"B",0
4,3.62833522865549,"A",0
5,26.2508241761674,"A",0
7,8.51733386766561,"B",0
3,23.8052665057937,"B",0
4,4.1706411219202,"B",0
5,2.63270371463828,"B",0
8,1.16988008609042,"A",0
8,2.35653100907803,"A",1
8,0.158404351212084,"A",0
6,3.6785082500428,"A",0
9,0.346589496151918,"A",0
5,39.0695113752272,"B",0
5,2.57841417977444,"B",0
4,8.60225706704357,"A",0
4,6.79952068970003,"B",0
1,4.31740757403895,"B",0
5,21.7980887133041,"A",0
8,8.03682571620145,"B",0
0,3.32114908213862,"B",0
2,7.59645174041786,"A",0
3,0.765545611735433,"B",0
7,10.3897031111349,"A",1
6,3.98904178850353,"B",1
10,0.990279402488455,"A",0
5,1.34908145060763,"A",0
2,0.769960907748384,"B",0
6,0.114938013908951,"B",0
6,1.88826618517494,"B",0
3,17.9637826877206,"A",0
4,11.7653762990315,"A",0
3,9.20369212858775,"A",0
2,7.42283470061072,"A",0
4,9.47923895407864,"B",0
2,6.36549939837703,"B",0
3,0.843927524518222,"B",0
2,11.4330129598905,"B",0
6,0.213327396807694,"B",0
4,0.297248058759264,"A",0
2,9.33051626168587,"B",0
2,7.03350263758414,"A",0
8,1.72565936902538,"A",0
6,10.542824666359,"B",0
7,2.66027393775815,"A",0
10,16.8771538245019,"A",0
2,3.94756480539218,"A",0
2,22.7180679428736,"B",0
7,4.47782534919679,"B",0
7,5.39546679210314,"A",0
1,5.77184187032678,"A",0
7,2.00510183256119,"A",0
6,0.0339567128086744,"A",0
6,9.58531056128838,"A",0
5,8.30518419740389,"B",1
3,1.77954980824143,"A",0
1,0.668892962328442,"A",0
5,11.2863336963286,"B",1
5,13.4175429934342,"B",0
4,5.27522095606472,"B",0
5,1.01008151331916,"B",0
6,9.05676725849905,"B",0
2,0.916515329387039,"A",0
4,4.61473430180922,"B",0
7,1.98959347279742,"B",0
7,8.81399531167397,"A",0
3,2.93411796633154,"B",0
4,15.8837165791845,"A",0
7,11.6744100799491,"B",0
7,2.31872127711683,"A",0
4,3.83168971398845,"B",0
3,6.1232325180287,"A",0
6,14.9064393165081,"B",0
2,6.50625414603719,"A",0
1,13.071918375202,"B",0
14,0.0979681760072708,"B",0
1,25.857733048891,"A",0
4,3.83160455292091,"B",0
8,0.83531110920012,"B",0
6,1.98047694889829,"A",0
4,6.20683264359332,"A",0
6,4.09833678416908,"B",0
7,1.19791806861758,"A",0
4,8.90528186753788,"A",0
5,4.35732289496809,"B",0
6,6.77179689303436,"B",0
6,1.14026273507625,"A",1
6,6.15627273745963,"B",0
10,11.8756843980327,"B",0
4,10.0001961936881,"B",0
2,1.70416375854984,"A",0
5,0.671919965650886,"A",0
3,11.0617364955773,"A",0
5,0.833642169367522,"B",0
4,7.02443025135311,"B",0
10,3.07422195840627,"A",0
4,6.02843934216374,"B",0
3,16.0525042759746,"B",0
6,8.80829281889298,"B",0
3,33.8571431134879,"A",0
9,3.43938779638787,"A",0
5,4.57401686441153,"A",0
3,2.61723719967805,"A",1
6,5.59234700881341,"B",0
10,2.22877096151933,"B",0
6,11.1027368774155,"A",0
4,12.3944706948181,"A",0
4,6.42874551069387,"B",0
7,8.20943401165703,"A",0
3,16.2609048756331,"B",0
3,2.98410264309496,"B",1
8,0.71291820704937,"A",0
4,10.3125227236827,"B",0
4,2.72666225415412,"A",0
7,3.10601982978579,"B",0
3,1.80498865060508,"B",0
1,5.45148239534744,"B",1
4,25.9847311003516,"A",0
5,8.83730537508079,"B",0
4,12.3325231404682,"A",0
4,6.80200960550853,"B",0
7,9.43157206260064,"A",0
5,3.63069975376129,"A",0
5,5.46495600667247,"B",1
9,14.6984329355794,"A",1
7,5.235368222437,"A",0
3,15.1840225450885,"A",0
4,3.59937946824357,"B",0
10,0.969977979352048,"A",0
5,4.21284988196567,"A",0
6,3.18867794424295,"A",0
4,13.3151282794823,"B",0
7,0.411680589430034,"A",0
5,1.38093965640292,"B",0
8,3.2049227161644,"A",0
3,15.652187855032,"A",0
4,4.56864210125059,"A",0
2,6.30338302410782,"A",0
3,10.9873503178532,"A",0
10,0.959962556138635,"A",0
4,14.026396318682,"A",0
6,13.5011756339748,"B",0
7,3.06056443229318,"B",1
2,6.63053133868077,"A",0
3,10.4539076586892,"B",0
4,22.1657142904748,"A",0
2,17.1774301414398,"A",0
2,4.47555525880307,"A",0
11,2.8417130545713,"A",0
10,0.94847723050043,"B",0
3,3.09832972800359,"B",1
8,3.53421898884699,"B",0
5,8.53186297294148,"A",0
4,5.91631813969859,"A",0
5,0.443566580303013,"B",0
6,5.12212026182958,"A",0
2,4.64506444893777,"A",0
4,9.20221903704503,"A",0
6,15.6908664564162,"A",0
4,1.0537822877152,"B",0
7,1.75935641629621,"A",0
3,1.79766725329682,"B",1
5,7.04271286137798,"B",1
4,10.4829920766582,"B",1
3,2.90692880486375,"B",0
9,1.80485213326572,"B",0
4,14.926622756806,"A",0
5,1.01891693579268,"B",0
1,8.37564649124094,"A",0
5,14.3165285171648,"A",0
6,5.42791930017135,"B",0
5,15.6726355599731,"A",0
4,2.67385789798573,"B",1
8,5.88684360281029,"A",0
6,11.0711602786263,"A",0
4,1.9496129811889,"A",0
4,1.05125125515001,"A",0
3,3.08070641011,"B",1
7,8.97491841081926,"B",0
9,18.0842467630773,"B",0
5,1.88854967057705,"B",0
4,40.7002980834562,"B",0
12,14.4933619567831,"B",0
3,2.50631933286786,"A",0
5,0.655006610324472,"B",0
2,8.70198147900799,"A",0
5,4.0386070064269,"B",0
2,2.70079133240506,"B",1
3,1.31982159940526,"A",1
4,16.736648446257,"B",0
5,28.9519306201686,"A",0
6,13.6336607126226,"A",0
3,0.532760654540398,"B",1
7,8.63759086531052,"B",0
6,2.37308675276342,"A",0
6,3.05328532541171,"A",0
3,5.16620470434931,"B",0
4,3.99488065764308,"A",0
6,0.590636057313532,"B",0
5,9.51535593036958,"B",0
4,0.38317054355858,"A",1
3,8.55304674774804,"B",0
2,4.230557911098,"A",0
3,13.7877841865351,"A",1
8,1.67721330642978,"B",1
7,18.8548675828727,"B",0
6,21.4534119951883,"B",0
3,5.94889820126367,"A",0
3,35.2757780810723,"B",0
10,5.62371250864514,"A",0
4,6.95771826960542,"A",0
5,1.24188787257299,"B",0
3,9.91326687925959,"A",0
5,6.5647627689729,"A",0
4,16.3472989695638,"B",0
3,6.86086482152739,"A",0
6,1.74867751635611,"A",0
4,6.20712373825367,"B",0
7,0.989984707441181,"A",0
2,21.8447957548657,"A",0
7,13.3842380338986,"B",1
4,3.17921058973297,"A",0
6,4.57366070430726,"A",0
6,0.150095054879785,"B",1
5,0.948166320566088,"B",1
6,44.9531882993488,"B",0
0,10.7556343054106,"B",0
3,0.400588764426477,"A",0
6,1.20682784778482,"B",0
3,19.5217609021226,"A",0
7,10.9037790069063,"A",0
4,2.84302163589746,"B",0
6,14.8988901461035,"A",1
9,1.70529887219891,"A",1
2,0.42646733097679,"B",1
3,28.9129496295203,"B",0
6,3.15319132804871,"B",0
4,7.59916442782687,"B",0
7,0.763884514570236,"A",0
10,3.32713090162724,"A",0
2,1.72380826808512,"A",0
5,6.56082562607178,"A",0
6,8.83353183295974,"B",0
2,14.0209580318709,"A",0
11,2.94435825683907,"A",1
3,0.875235322397202,"A",1
2,5.57720262248465,"B",0
6,3.29781765118241,"B",0
7,0.689917114097625,"A",0
